,Unnamed: 0,scientificName,taxonKey,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,occurrenceStatus,continent,countryCode,stateProvince,island,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,eventDate,year,month,day,datetime,date,thetao,so,mlotst,uo,vo,chl,phyc,o2
92,570,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,MY,Sabah,,6.81132,116.863746,,,31337.0,2024-07-22T10:43,2024.0,7.0,22.0,2024-07-22 10:43:00+00:00,2024-07-22,,,,,,,,
93,571,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Sumatera Barat,,-1.060741,100.583645,,,31448.0,2024-07-09T16:30:46,2024.0,7.0,9.0,2024-07-09 16:30:46+00:00,2024-07-09,,,,,,,,
94,572,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.270023,103.840834,,,31447.0,2024-08-04T19:16,2024.0,8.0,4.0,2024-08-04 19:16:00+00:00,2024-08-04,29.79869,32.510807,19.98893,-0.30957812,-0.07379677,1.0539489,1.9124398,200.57999
95,573,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Banten,,-6.033633,106.599275,,,31362.0,2024-08-18T10:02:28,2024.0,8.0,18.0,2024-08-18 10:02:28+00:00,2024-08-18,29.823204,32.03642,10.920066,-0.12597373,0.0022057656,0.5043721,2.890172,207.46515
96,574,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.325532,103.812964,,,31447.0,2024-08-27T16:03,2024.0,8.0,27.0,2024-08-27 16:03:00+00:00,2024-08-27,,,,,,0.6465977,2.052854,202.3523
97,575,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,IN,Daman and Diu,,20.694118,70.983378,,,30453.0,2024-08-31T17:34,2024.0,8.0,31.0,2024-08-31 17:34:00+00:00,2024-08-31,27.724543,35.4536,16.121592,-0.008958469,-0.03120752,,,
98,576,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,MY,Sabah,,5.874823,116.170789,,,31368.0,2024-08-01T19:02,2024.0,8.0,1.0,2024-08-01 19:02:00+00:00,2024-08-01,,,,,,,,
99,577,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,29.534205,34.942539,,,,2024-08-17,2024.0,8.0,17.0,2024-08-17 00:00:00+00:00,2024-08-17,,,,,,,,
100,578,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SA,Jizan,,17.256843,42.409539,,,30748.0,2024-09-11T17:22:09,2024.0,9.0,11.0,2024-09-11 17:22:09+00:00,2024-09-11,,,,,,,,
101,579,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Rayong,,12.69442,101.793774,,,31069.0,2024-10-03T07:23:19,2024.0,10.0,3.0,2024-10-03 07:23:19+00:00,2024-10-03,30.774946,28.636646,6.788158,-0.04645321,0.0615793,,,
102,580,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.161414,34.792251,,,,2024-10-29,2024.0,10.0,29.0,2024-10-29 00:00:00+00:00,2024-10-29,,,,,,0.14194381,1.5689263,210.64879
103,581,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,East,,1.239375,103.851609,,,31447.0,2024-11-23T16:07,2024.0,11.0,23.0,2024-11-23 16:07:00+00:00,2024-11-23,30.414377,32.180714,19.988932,-0.45396194,-0.1501695,0.36548534,2.3542128,203.0134
104,582,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,MY,Sabah,,4.491464,118.900097,,,31403.0,2024-11-15T10:32:17,2024.0,11.0,15.0,2024-11-15 10:32:17+00:00,2024-11-15,30.418316,32.604992,10.463024,-0.46714097,-0.67236453,0.19398226,1.6687653,201.94592
105,583,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Phuket,,7.907094,98.598205,,,31302.0,2024-11-28T07:53:11,2024.0,11.0,28.0,2024-11-28 07:53:11+00:00,2024-11-28,29.477543,31.71437,19.645267,-0.040946364,-0.0024748193,0.28588507,1.7053233,201.786
106,584,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,EG,Janub Sina',,27.963768,34.576363,,,29680.0,2024-12-12T12:59,2024.0,12.0,12.0,2024-12-12 12:59:00+00:00,2024-12-12,23.20527,38.921013,15.124161,-0.047967557,-0.02150776,0.10347616,0.98271215,206.37892
107,585,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Goa,,15.652478,73.713912,,,30870.0,2024-12-23T23:33:41,2024.0,12.0,23.0,2024-12-23 23:33:41+00:00,2024-12-23,27.62564,35.40009,7.614239,0.048177592,-0.06923745,,,
108,586,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,PH,Bohol,,9.459136,123.951433,,,31236.0,2024-12-15T10:16:08,2024.0,12.0,15.0,2024-12-15 10:16:08+00:00,2024-12-15,29.007797,33.97337,12.397585,-0.02324653,-0.23291449,0.20281248,1.4588451,201.20602
109,587,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Papua Barat,,-2.247157,130.424118,,,31438.0,2024-12-19T08:34,2024.0,12.0,19.0,2024-12-19 08:34:00+00:00,2024-12-19,30.498663,34.185043,18.661198,0.31083307,-0.04955052,0.17647219,1.2951312,198.61613
110,818,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,IN,Maharashtra,,18.946743,72.835772,,,,2024-02-10T08:19:05,2024.0,2.0,10.0,2024-02-10 08:19:05+00:00,2024-02-10,25.384422,35.53471,6.999823,0.006680055,-0.05119351,0.28297016,1.9892528,211.65527
111,819,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Galle,,6.03041,80.217197,,,,2024-03-05T09:50,2024.0,3.0,5.0,2024-03-05 09:50:00+00:00,2024-03-05,29.244,32.803036,11.8458395,-0.30812782,0.28572124,,,
112,820,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Gampaha,,7.21026,79.831245,,,,2024-03-14T09:38:04,2024.0,3.0,14.0,2024-03-14 09:38:04+00:00,2024-03-14,30.887737,33.45646,7.205951,0.07407121,-0.0058501046,0.22756752,1.9611899,205.05333
113,821,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,Adult,PRESENT,ASIA,TW,Taiwan,,22.237795,120.669583,,,210.0,2024-05-05T09:09:06,2024.0,5.0,5.0,2024-05-05 09:09:06+00:00,2024-05-05,28.784101,33.873516,13.544507,0.014893051,0.024819119,,,
114,822,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,IN,Kerala,,11.438212,75.696328,,,18.0,2024-08-02T14:14:48,2024.0,8.0,2.0,2024-08-02 14:14:48+00:00,2024-08-02,27.311295,33.595264,7.0233517,-0.078929655,-0.04501191,,,
115,823,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Galle,,6.12608,80.266954,,,31362.0,2024-11-22T10:05,2024.0,11.0,22.0,2024-11-22 10:05:00+00:00,2024-11-22,,,,,,,,
116,1001,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,Female,Adult,PRESENT,ASIA,IN,Gujarat,,21.108,70.1,,,,2024-02-08,2024.0,2.0,8.0,2024-02-08 00:00:00+00:00,2024-02-08,24.383707,35.62374,18.722263,0.0019486045,-0.018651359,0.3071641,1.7566109,212.06871
117,1002,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,Adult,PRESENT,ASIA,TW,Taiwan,,22.791816,121.193314,,,,2024-03-04T07:54,2024.0,3.0,4.0,2024-03-04 07:54:00+00:00,2024-03-04,,,,,,0.36886978,1.7818713,210.60397
118,1003,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,JP,Ibaraki,,36.300608,140.571062,,,2.0,2024-07-07T10:49:15,2024.0,7.0,7.0,2024-07-07 10:49:15+00:00,2024-07-07,,,,,,,,
119,1004,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,JP,Kanagawa,,35.266634,139.749005,,,,2024-08-13T08:07:14,2024.0,8.0,13.0,2024-08-13 08:07:14+00:00,2024-08-13,28.463541,32.95274,10.459815,0.08191112,0.21301818,2.212239,12.065187,228.50955
120,1005,"Trichiurus japonicus Temminck & Schlegel, 1844",2389414,,,,,,PRESENT,ASIA,CN,Shandong,,36.051889,120.390498,,,1061.0,2024-08-20T21:48,2024.0,8.0,20.0,2024-08-20 21:48:00+00:00,2024-08-20,,,,,,0.30720535,1.4855107,221.08508
121,1006,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,KR,Gyeongsangnam-do,,34.912749,128.445983,,,28762.0,2024-08-12T23:20,2024.0,8.0,12.0,2024-08-12 23:20:00+00:00,2024-08-12,,,,,,,,
122,1007,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,JP,Hyōgo,,34.606834,135.058371,,,7778.0,2024-09-08T17:12:50,2024.0,9.0,8.0,2024-09-08 17:12:50+00:00,2024-09-08,28.61753,29.84672,10.463024,0.0015163461,-0.04620663,2.354295,11.411926,260.72202
123,1008,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,ID,Bali,,-8.757028,115.168406,,,,2024-10-12T11:37:01,2024.0,10.0,12.0,2024-10-12 11:37:01+00:00,2024-10-12,,,,,,0.43135405,2.6764061,203.57738
124,1009,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,JP,Wakayama,,34.186502,135.092287,,,3856.0,2024-10-20,2024.0,10.0,20.0,2024-10-20 00:00:00+00:00,2024-10-20,24.2168,32.86064,14.809273,-0.039591305,-0.09906123,0.8762175,3.410474,227.68112
125,1010,"Trichiurus lepturus Linnaeus, 1758",2389407,,,,,,PRESENT,ASIA,CN,Zhejiang,,30.208614,122.385904,,,86370.0,2024-11-30T14:28:28,2024.0,11.0,30.0,2024-11-30 14:28:28+00:00,2024-11-30,,,,,,0.7449992,3.6525338,265.62177
126,1,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,MV,,,4.179925,73.509617,,,,2025-02-09T20:06:43,2025.0,2.0,9.0,2025-02-09 20:06:43+00:00,2025-02-09,,,,,,0.18898632,1.6320056,203.44675
127,2,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,LK,Gampaha,,7.210245,79.831384,,,183.0,2025-02-22T05:41:15,2025.0,2.0,22.0,2025-02-22 05:41:15+00:00,2025-02-22,29.744276,33.766045,7.2059507,-0.019485688,0.012647296,0.24843004,2.0464463,204.953
128,3,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,PH,Batangas,,13.7108,120.897259,,,985.0,2025-03-02T15:15,2025.0,3.0,2.0,2025-03-02 15:15:00+00:00,2025-03-02,,,,,,,,
129,4,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,LK,Galle,,6.033374,80.217667,,,,2025-04-21T07:06,2025.0,4.0,21.0,2025-04-21 07:06:00+00:00,2025-04-21,29.822174,34.043415,10.667729,0.11309389,-0.24881917,,,
130,5,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,LK,Matara,,5.971575,80.426917,,,4.0,2025-04-20T16:50,2025.0,4.0,20.0,2025-04-20 16:50:00+00:00,2025-04-20,,,,,,,,
131,6,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,IN,Karnataka,,13.346714,74.701211,,,,2025-05-08T06:30:23,2025.0,5.0,8.0,2025-05-08 06:30:23+00:00,2025-05-08,31.93948,34.541073,9.163806,0.030121721,-0.04713502,0.19860558,1.9425225,198.45244
132,7,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,ID,Sulawesi Utara,,1.513511,124.890417,,,,2025-06-25T18:24:35,2025.0,6.0,25.0,2025-06-25 18:24:35+00:00,2025-06-25,,,,,,,,
133,8,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,1.0,,,,,PRESENT,ASIA,VN,Phú Yên,,13.088,109.309,,,,2025-08-24,2025.0,8.0,24.0,2025-08-24 00:00:00+00:00,2025-08-24,,,,,,,,
134,9,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,1.0,,,,,PRESENT,ASIA,VN,Phú Yên,,13.088,109.309,,,,2025-08-24,2025.0,8.0,24.0,2025-08-24 00:00:00+00:00,2025-08-24,,,,,,,,
135,10,"Katsuwonus pelamis (Linnaeus, 1758)",2374191,,,,,,PRESENT,ASIA,ID,Bali,,-8.356305,115.715422,,,4.0,2025-12-12T07:37:01,2025.0,12.0,12.0,2025-12-12 07:37:01+00:00,2025-12-12,30.241056,33.631023,10.76748,0.44868955,-0.76025873,0.16516015,1.573757,201.95522
136,206,"Pampus argenteus (Euphrasen, 1788)",2397682,,,,,,PRESENT,ASIA,CN,Zhejiang,,29.822387,122.337021,,,29433.0,2025-05-17T15:24:22,2025.0,5.0,17.0,2025-05-17 15:24:22+00:00,2025-05-17,20.847448,29.724209,10.467142,0.05518977,-0.10459994,0.6782284,3.5018172,240.35252
137,207,"Pampus argenteus (Euphrasen, 1788)",2397682,,,,,,PRESENT,ASIA,CN,Shandong,,36.181158,120.277306,,,,2025-09-07T09:50:27,2025.0,9.0,7.0,2025-09-07 09:50:27+00:00,2025-09-07,29.333033,26.426758,6.9889197,0.00041669214,0.0025809552,,,
138,208,"Pampus argenteus (Euphrasen, 1788)",2397682,,,,,,PRESENT,ASIA,CN,Shandong,,36.181064,120.277314,,,,2025-09-07T10:04:19,2025.0,9.0,7.0,2025-09-07 10:04:19+00:00,2025-09-07,29.333033,26.426758,6.9889197,0.00041669214,0.0025809552,,,
139,209,"Pampus argenteus (Euphrasen, 1788)",2397682,,,,,,PRESENT,ASIA,TW,Taipei,,25.10776,121.510359,,,30003.0,2025-12-10T08:28:54,2025.0,12.0,10.0,2025-12-10 08:28:54+00:00,2025-12-10,,,,,,,,
140,506,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Kerala,,9.545512,76.362436,,,31236.0,2025-01-10T16:31:56,2025.0,1.0,10.0,2025-01-10 16:31:56+00:00,2025-01-10,,,,,,0.15988003,1.644743,206.07545
141,507,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,SG,East,,1.346429,103.856472,,,31447.0,2025-01-18T13:50,2025.0,1.0,18.0,2025-01-18 13:50:00+00:00,2025-01-18,,,,,,0.3171418,2.090711,206.72263
142,508,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.000751,34.72301,,,,2025-01-02,2025.0,1.0,2.0,2025-01-02 00:00:00+00:00,2025-01-02,,,,,,,,
143,509,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.790454,34.926743,,,,2025-01-04,2025.0,1.0,4.0,2025-01-04 00:00:00+00:00,2025-01-04,19.525288,39.27825,24.73446,0.012995436,0.03639943,,,
144,510,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.825866,35.015176,,,,2025-01-15,2025.0,1.0,15.0,2025-01-15 00:00:00+00:00,2025-01-15,18.870897,39.340363,13.434615,0.04934725,0.027942112,,,
145,511,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.132769,34.764095,,,,2025-01-02,2025.0,1.0,2.0,2025-01-02 00:00:00+00:00,2025-01-02,19.576527,38.883785,27.318497,-0.009314252,-0.01067346,0.21759453,1.5364722,221.16875
146,512,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,31.852388,34.654536,,,,2025-01-22,2025.0,1.0,22.0,2025-01-22 00:00:00+00:00,2025-01-22,,,,,,,,
147,513,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,LK,Galle,,6.267964,80.183206,,,31356.0,2025-02-05T05:16:18,2025.0,2.0,5.0,2025-02-05 05:16:18+00:00,2025-02-05,,,,,,,,
148,514,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,TH,Rayong,,12.634241,101.554313,,,31069.0,2025-02-01T10:07:43,2025.0,2.0,1.0,2025-02-01 10:07:43+00:00,2025-02-01,,,,,,,,
149,515,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,LK,Kalutara,,6.425451,79.962612,,,31350.0,2025-02-04T15:05:17,2025.0,2.0,4.0,2025-02-04 15:05:17+00:00,2025-02-04,28.961435,33.01327,9.790722,-0.1457822,0.19228552,,,
150,516,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,PH,Palawan,,9.685978,118.701388,,,31227.0,2025-02-06T18:25:57,2025.0,2.0,6.0,2025-02-06 18:25:57+00:00,2025-02-06,,,,,,,,
151,517,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Karnataka,,12.870771,74.850072,,,31057.0,2025-02-23T08:08:49,2025.0,2.0,23.0,2025-02-23 08:08:49+00:00,2025-02-23,30.518328,33.282887,7.483888,0.030208554,-0.061602846,0.2252333,1.7606618,208.56813
152,518,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.806197,34.939293,,,,2025-03-03,2025.0,3.0,3.0,2025-03-03 00:00:00+00:00,2025-03-03,17.67555,38.92677,34.668766,-0.011729114,0.006045959,,,
153,519,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.833068,35.032645,,,,2025-03-03,2025.0,3.0,3.0,2025-03-03 00:00:00+00:00,2025-03-03,17.377436,38.964386,13.832554,0.0021148599,-0.040528126,,,
154,520,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.843427,34.951936,,,,2025-03-03,2025.0,3.0,3.0,2025-03-03 00:00:00+00:00,2025-03-03,17.67555,38.92677,34.668766,-0.011729114,0.006045959,,,
155,521,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TH,Satun,,6.526299,99.320382,,,31350.0,2025-04-16T19:00:04,2025.0,4.0,16.0,2025-04-16 19:00:04+00:00,2025-04-16,30.324753,31.039228,10.498484,0.050886624,0.14830029,0.3023443,1.9375355,201.62805
156,522,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TH,Prachuap Khiri Khan,,12.555022,99.984419,,,31081.0,2025-04-16T17:35:30,2025.0,4.0,16.0,2025-04-16 17:35:30+00:00,2025-04-16,30.888285,27.45881,10.135048,0.007454573,-0.026809013,0.358057,2.1458507,200.96912
157,523,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,AE,Dubay,,25.200104,55.282546,,,29981.0,2025-04-06T17:39:21,2025.0,4.0,6.0,2025-04-06 17:39:21+00:00,2025-04-06,26.486443,39.94275,8.06555,-0.08420368,-0.043658305,1.6154795,1.5572301,211.15424
158,524,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,ID,Jawa Tengah,,-7.530713,110.642617,,,31317.0,2025-04-07T15:50,2025.0,4.0,7.0,2025-04-07 15:50:00+00:00,2025-04-07,,,,,,,,
159,525,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Kerala,,9.790855,76.250898,,,31227.0,2025-04-26T08:27:20,2025.0,4.0,26.0,2025-04-26 08:27:20+00:00,2025-04-26,31.69726,34.004147,10.464562,0.028643027,0.0076533793,0.1740072,1.7867339,205.3213
160,526,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,AE,Sharjah,,25.223119,55.28663,,,29981.0,2025-04-24T12:15:54,2025.0,4.0,24.0,2025-04-24 12:15:54+00:00,2025-04-24,27.737982,40.21532,10.797427,0.08184453,0.053400476,2.1364129,1.4359305,202.06104
161,527,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,LK,Gampaha,,7.369199,79.842836,,,31324.0,2025-04-25T06:03,2025.0,4.0,25.0,2025-04-25 06:03:00+00:00,2025-04-25,30.969189,33.754093,7.8529615,0.0323226,-0.01272008,0.32681313,2.2826889,202.66646
162,528,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,LK,Gampaha,,7.298658,79.948959,,,31324.0,2025-04-25T14:00,2025.0,4.0,25.0,2025-04-25 14:00:00+00:00,2025-04-25,,,,,,,,
163,529,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,Juvenile,PRESENT,ASIA,LK,Gampaha,,7.276013,79.805618,,,31324.0,2025-04-25T14:00,2025.0,4.0,25.0,2025-04-25 14:00:00+00:00,2025-04-25,30.90836,33.763702,7.2059402,0.045888618,-0.023571633,0.32681313,2.2826889,202.66646
164,530,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.410423,34.860443,,,,2025-04-20,2025.0,4.0,20.0,2025-04-20 00:00:00+00:00,2025-04-20,19.94401,37.905563,10.603679,0.033354208,0.05188836,0.3102666,3.1335359,232.75122
165,531,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,SG,West,,1.308239,103.76484,,,31447.0,2025-04-27T12:05:36,2025.0,4.0,27.0,2025-04-27 12:05:36+00:00,2025-04-27,,,,,,0.43746153,2.9248848,209.3273
166,532,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Karnataka,,13.338481,74.722904,,,31032.0,2025-05-08T06:17:25,2025.0,5.0,8.0,2025-05-08 06:17:25+00:00,2025-05-08,32.113865,34.532597,7.5438957,0.032505903,-0.044972192,0.19860558,1.9425225,198.45244
167,533,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.831585,35.042633,,,,2025-05-10,2025.0,5.0,10.0,2025-05-10 00:00:00+00:00,2025-05-10,22.31277,38.32293,10.885057,-0.061033256,-0.02170729,,,
168,534,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IN,Puducherry,,11.879691,79.824194,,,31115.0,2025-05-16T11:33,2025.0,5.0,16.0,2025-05-16 11:33:00+00:00,2025-05-16,31.207104,34.131535,11.679416,0.03903307,0.10789218,,,
169,535,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TR,Mugla,,36.65599,28.238995,,,28505.0,2025-06-27T22:55:03,2025.0,6.0,27.0,2025-06-27 22:55:03+00:00,2025-06-27,26.71394,39.421135,10.459946,-0.17528248,-0.1553022,0.13195875,1.9579709,215.76048
170,536,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,CN,Guangdong,,22.559574,114.020915,,,30278.0,2025-07-27T11:36:54,2025.0,7.0,27.0,2025-07-27 11:36:54+00:00,2025-07-27,,,,,,,,
171,537,"Scomberomorus commerson (Lacepède, 1800)",2374255,1.0,,,,,PRESENT,ASIA,IL,,,32.430366,34.869096,,,,2025-08-23,2025.0,8.0,23.0,2025-08-23 00:00:00+00:00,2025-08-23,29.75045,38.828056,17.59142,0.1056536,0.13754272,0.11973016,2.0034788,198.42331
172,538,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,VN,Khánh Hòa,,12.297999,109.365693,,,31092.0,2025-09-05,2025.0,9.0,5.0,2025-09-05 00:00:00+00:00,2025-09-05,30.059517,33.294064,11.316182,0.0071457727,0.04911098,0.19611374,2.1681552,204.45163
173,539,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,IL,HaZafon,,33.143842,35.150474,,,29012.0,2025-10-26T14:48,2025.0,10.0,26.0,2025-10-26 14:48:00+00:00,2025-10-26,26.327463,39.306232,31.872835,0.04730401,0.028390381,,,
174,540,"Scomberomorus commerson (Lacepède, 1800)",2374255,,,,,,PRESENT,ASIA,TW,Taiwan,,24.591871,121.892877,,,30069.0,2025-12-18T16:16,2025.0,12.0,18.0,2025-12-18 16:16:00+00:00,2025-12-18,25.692453,34.375256,29.37656,0.2913468,0.8732364,0.38607556,1.447792,206.2113
175,806,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,OM,Muscat,,23.624065,58.563665,,,4.0,2025-01-14T07:25,2025.0,1.0,14.0,2025-01-14 07:25:00+00:00,2025-01-14,24.176186,36.839607,55.702362,0.08449644,-0.04840696,,,
176,807,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,MV,,,4.179925,73.509617,,,,2025-02-09T20:06:40,2025.0,2.0,9.0,2025-02-09 20:06:40+00:00,2025-02-09,,,,,,0.18898632,1.6320056,203.44675
177,808,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,IN,Puducherry,,11.930892,79.787421,,,209.0,2025-02-17,2025.0,2.0,17.0,2025-02-17 00:00:00+00:00,2025-02-17,,,,,,,,
178,809,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Gampaha,,7.210326,79.831398,,,183.0,2025-02-22T05:39:27,2025.0,2.0,22.0,2025-02-22 05:39:27+00:00,2025-02-22,29.744276,33.766045,7.2059507,-0.019485688,0.012647296,0.24843004,2.0464463,204.953
179,810,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,JP,Okinawa,,26.82805,128.273523,,,7937.0,2025-03-03,2025.0,3.0,3.0,2025-03-03 00:00:00+00:00,2025-03-03,21.079523,34.79657,11.097688,-0.059787065,0.019657085,,,
180,811,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Gampaha,,7.202942,79.829326,,,2.0,2025-04-25T06:03,2025.0,4.0,25.0,2025-04-25 06:03:00+00:00,2025-04-25,30.836622,33.781967,6.7967396,0.05680574,-0.03384162,0.32681313,2.2826889,202.66646
181,812,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Galle,,6.030341,80.217216,,,15.0,2025-04-21T07:03,2025.0,4.0,21.0,2025-04-21 07:03:00+00:00,2025-04-21,29.822174,34.043415,10.667729,0.11309389,-0.24881917,,,
182,813,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,ID,Sulawesi Tengah,,-0.423315,119.83523,,,136771.0,2025-06-21T14:43,2025.0,6.0,21.0,2025-06-21 14:43:00+00:00,2025-06-21,,,,,,0.16773945,1.5412979,207.50592
183,814,"Thunnus albacares (Bonnaterre, 1788)",2374013,,,,,,PRESENT,ASIA,LK,Gampaha,,7.20292,79.82872,,,51.0,2025-07-29T10:35,2025.0,7.0,29.0,2025-07-29 10:35:00+00:00,2025-07-29,28.825415,34.95195,6.796756,0.020806462,0.0872208,1.6549945,8.723746,215.63904
